item_id,order_id,product_id,quantity,unit_price,discount
303,82,2472,1,7.07,0.0
304,82,4315,1,9.7,0.0
305,83,551,1,11.19,0.0
306,84,2907,3,45.63,0.0
307,84,3448,5,33.46,0.34
308,84,3744,1,37.16,0.0
309,84,1289,1,18.17,0.0
310,85,4742,4,5.4,0.0
311,85,4012,1,8.19,0.0
312,86,4506,2,8.62,0.0
313,86,1650,1,38.55,0.21
314,86,3024,2,3.65,0.0
315,87,1679,2,9.27,0.0
316,87,2494,2,19.58,0.0
317,88,2469,1,26.22,0.34
318,88,3123,3,21.41,0.13
319,88,3350,3,82.34,0.0
320,88,2511,2,69.62,0.0
321,88,2264,1,22.48,0.0
322,89,1212,1,9.94,0.0
323,89,2749,1,19.55,0.0
324,90,2500,2,80.0,0.0
325,90,4827,2,12.48,0.0
326,90,977,2,170.17,0.0
327,90,2196,2,45.71,0.0
328,91,104,1,11.49,0.0
329,91,2416,1,14.04,0.25
330,92,2575,2,21.35,0.0
331,92,1567,2,27.74,0.0
332,92,630,1,5.81,0.14
333,92,245,1,26.31,0.0
334,92,4919,4,66.85,0.0
335,93,2347,4,34.95,0.0
336,93,4998,2,5.85,0.16
337,93,1493,1,2.31,0.0
338,94,3747,1,41.49,0.11
339,94,2546,5,8.68,0.08
340,94,4070,4,11.06,0.0
341,94,4001,2,10.06,0.12
342,95,1701,2,5.13,0.0
343,95,1961,3,52.09,0.0
344,95,4685,1,35.49,0.0
345,95,3388,2,110.26,0.0
346,95,663,4,17.13,0.0
347,95,2679,2,28.98,0.0
348,96,1642,2,1.53,0.0
349,96,4070,1,11.73,0.33
350,96,1033,1,11.95,0.0
351,97,1541,1,16.67,0.0
352,97,2765,1,30.96,0.0
353,97,4730,2,28.41,0.0
354,97,2190,3,1.06,0.0
355,97,3024,1,3.39,0.0
356,98,44,1,5.5,0.0
357,98,1696,1,23.68,0.31
358,98,4000,2,166.01,0.0
359,99,4673,1,5.14,0.0
360,99,3657,2,18.78,0.06
361,99,1903,1,1.09,0.0
362,99,1244,2,39.24,0.0
363,99,668,2,27.5,0.0
364,99,2838,2,66.06,0.0
365,100,1183,1,1.35,0.0
366,100,3243,2,14.32,0.0
367,100,247,2,43.54,0.0
368,100,385,1,5.28,0.0
369,101,1700,1,25.07,0.29
370,101,884,1,7.89,0.0
371,101,196,4,5.31,0.0
372,101,3654,1,3.05,0.0
373,102,4458,2,136.7,0.0
374,102,3056,1,5.83,0.0
375,102,4259,2,2.66,0.0
376,103,4544,1,1.36,0.32
377,103,648,2,30.63,0.09
378,104,80,3,16.33,0.0
379,104,1650,2,39.82,0.0
380,104,1669,3,23.46,0.0
381,104,1175,1,70.56,0.0
382,105,4044,2,27.63,0.0
383,105,2423,5,3.3,0.0
384,105,1908,3,14.97,0.0
385,105,1480,1,57.7,0.16
386,106,1846,1,16.75,0.0
387,106,182,1,37.94,0.0
388,107,1164,4,47.8,0.3
389,107,3716,1,60.61,0.0
390,107,731,1,5.42,0.0
391,108,2147,1,32.4,0.32
392,108,186,2,18.8,0.05
393,108,1935,1,3.01,0.0
394,109,2072,5,150.44,0.0
395,109,2101,1,24.74,0.0
396,109,4604,1,12.44,0.0
397,109,2712,2,20.3,0.28
398,110,2190,1,1.0,0.0
399,110,1480,2,55.73,0.0
400,110,4680,3,16.44,0.0
401,111,2460,1,6.32,0.0
402,111,54,1,8.42,0.0
403,111,4456,3,38.54,0.0
404,111,3306,2,55.65,0.08
405,112,2423,1,2.89,0.0
406,112,1708,2,4.29,0.0
407,112,4435,1,18.84,0.0
408,112,3753,1,31.2,0.0
409,113,3911,1,19.93,0.0
410,113,3654,3,3.65,0.0
411,113,4827,1,13.43,0.0
412,113,3578,3,20.94,0.09
413,114,204,3,37.65,0.0
414,114,484,3,10.76,0.0
415,114,953,1,35.35,0.0
416,114,813,2,18.66,0.33
417,115,1257,1,14.76,0.0
418,115,4465,2,3.85,0.0
419,116,4359,2,22.71,0.14
420,116,4705,2,24.13,0.0
421,116,524,1,24.38,0.0
422,116,3667,1,28.24,0.0
423,116,653,2,15.52,0.0
424,116,3751,3,13.2,0.0
425,116,2786,2,36.03,0.37
426,116,3375,1,22.14,0.0
427,117,1256,3,3.88,0.32
428,117,1217,4,19.53,0.0
429,117,4523,2,17.73,0.0
430,117,1861,1,86.55,0.0
431,117,3777,2,10.88,0.18
432,117,1773,3,47.64,0.0
433,118,4899,1,30.15,0.06
434,118,4241,2,314.39,0.0
435,118,1718,1,20.9,0.0
436,118,2848,1,218.54,0.0
437,119,4296,2,44.56,0.0
438,119,4989,2,175.02,0.0
439,119,3647,1,3.92,0.17
440,119,4579,1,62.26,0.4
441,120,1143,2,93.46,0.0
442,120,4275,2,31.51,0.0
443,120,3160,1,8.81,0.0
444,121,536,3,3.14,0.0
445,121,3829,1,108.38,0.0
446,122,627,2,9.85,0.0
447,122,2766,1,2.09,0.06
448,123,3774,1,34.12,0.0
449,124,1059,2,22.78,0.0
450,124,3494,1,41.85,0.0
451,125,354,2,152.05,0.0
452,125,297,1,11.7,0.0
453,125,3994,2,5.99,0.0
454,125,571,2,127.12,0.17
455,126,1204,1,21.0,0.12
456,126,12,2,15.8,0.35
457,126,2657,3,85.58,0.0
458,127,1546,1,25.03,0.21
459,127,4207,3,33.33,0.0
460,127,1995,2,9.9,0.0
461,128,889,1,6.66,0.0
462,128,289,1,33.73,0.0
463,128,4275,1,28.38,0.0
464,128,3156,1,258.9,0.0
465,128,2205,1,21.46,0.29
466,128,3667,1,31.81,0.4
467,129,1546,1,25.52,0.0
468,129,1054,2,66.01,0.23
469,129,4748,2,107.95,0.31
470,129,4506,1,9.03,0.0
471,129,55,4,4.89,0.0
472,129,34,1,32.24,0.0
473,130,3782,1,73.27,0.18
474,130,2416,2,11.28,0.0
475,131,4599,1,7.23,0.0
476,131,1903,4,1.28,0.0
477,131,3434,1,1.24,0.0
478,131,4439,1,12.86,0.0
479,131,196,1,5.36,0.0
480,131,3535,5,35.68,0.32
481,131,1419,2,24.05,0.07
482,131,1700,2,24.42,0.22
483,132,3069,1,320.43,0.06
484,132,1568,1,8.29,0.0
485,132,324,1,15.62,0.0
486,132,2814,2,635.1,0.25
487,132,881,1,18.69,0.0
488,132,4262,1,22.64,0.0
489,132,2487,1,6.05,0.0
490,132,3186,1,11.32,0.0
491,133,880,3,9.92,0.0
492,133,1256,1,4.09,0.0
493,133,859,1,9.96,0.0
494,133,670,2,1.16,0.0
495,133,555,3,11.3,0.26
496,133,1931,1,926.96,0.0
497,134,4568,2,126.21,0.0
498,134,989,1,45.5,0.0
499,135,2017,4,4.2,0.0
500,135,1066,1,218.61,0.0
501,135,2545,1,5.0,0.0
502,135,4488,1,4.9,0.0
503,136,2580,1,27.87,0.0
504,136,2140,3,49.34,0.2
505,136,292,1,1.12,0.0
506,136,1642,1,1.26,0.0
507,137,523,3,31.29,0.0
508,137,1263,1,48.45,0.36
509,137,513,1,12.39,0.08
510,138,4488,4,5.51,0.0
511,138,3897,1,9.8,0.29
512,138,1347,1,6.66,0.0
513,138,445,1,10.5,0.0
514,139,2494,1,20.52,0.31
515,139,1233,2,49.23,0.0
516,139,4710,1,71.61,0.0
517,139,641,1,11.31,0.0
518,140,1892,1,25.59,0.0
519,140,3667,2,33.87,0.0
520,140,3654,1,3.3,0.0
521,141,4815,1,390.33,0.0
522,141,920,5,4.52,0.0
523,141,2564,2,29.16,0.0
524,141,1711,2,5.98,0.0
525,142,1979,3,57.51,0.0
526,142,4604,4,14.8,0.0
527,142,554,3,16.8,0.0
528,143,341,1,23.05,0.08
529,143,1861,5,109.29,0.09
530,143,3461,1,241.53,0.0
531,144,4590,2,76.83,0.0
532,144,2552,2,21.98,0.32
533,144,3310,1,87.89,0.0
534,144,4356,1,41.51,0.0
535,144,1428,2,2.81,0.0
536,144,292,3,1.36,0.0
537,144,491,3,171.68,0.0
538,144,4696,2,27.43,0.0
539,145,3964,1,6.79,0.0
540,145,1943,1,43.77,0.0
541,145,4590,1,66.2,0.0
542,145,3737,3,1.15,0.0
543,145,4114,1,2.7,0.0
544,145,1753,2,5.58,0.26
545,145,1701,2,5.24,0.0
546,145,1227,1,30.17,0.0
547,146,4276,2,23.4,0.0
548,146,1168,1,111.77,0.0
549,146,44,1,6.23,0.09
550,147,3654,5,3.86,0.08
551,147,3338,1,17.1,0.0
552,147,2445,1,36.96,0.0
553,147,2029,1,364.48,0.0
554,148,2146,1,8.87,0.32
555,148,1630,1,48.62,0.0
556,148,304,1,6.51,0.0
557,149,3741,2,109.57,0.0
558,149,1753,2,5.66,0.0
559,149,4681,2,2.62,0.38
560,150,3861,2,57.01,0.0
561,150,135,1,30.47,0.0
562,150,4345,3,5.95,0.0
563,151,4821,1,121.08,0.0
564,151,3012,1,11.46,0.14
565,151,4221,4,12.13,0.0
566,151,3019,1,20.95,0.0
567,152,3737,1,1.26,0.0
568,152,1258,2,91.78,0.27
569,153,641,1,10.27,0.0
570,153,4563,1,38.11,0.37
571,153,4081,3,15.33,0.26
572,153,648,2,30.77,0.33
573,153,4279,1,4.44,0.0
574,153,1021,1,52.31,0.0
575,154,3688,1,612.27,0.0
576,154,1748,1,13.94,0.0
577,154,1493,2,1.85,0.0
578,154,4788,1,120.8,0.24
579,155,1217,1,18.96,0.0
580,155,3387,2,18.45,0.0
581,156,2345,2,23.58,0.0
582,156,4827,4,14.51,0.0
583,156,2887,1,11.87,0.0
584,156,4175,1,20.41,0.0
585,157,1076,1,13.03,0.0
586,157,4850,1,9.14,0.26
587,157,3657,2,19.52,0.0
588,157,988,1,16.7,0.21
589,157,3985,1,24.13,0.16
590,158,3713,1,30.9,0.0
591,158,781,1,7.9,0.0
592,159,281,1,10.2,0.0
593,159,2094,1,5.29,0.0
594,159,1247,2,14.72,0.0
595,159,1729,2,20.84,0.0
596,159,4884,2,6.02,0.24
597,159,277,3,3.6,0.0
598,160,4018,1,38.42,0.32
599,160,614,1,49.18,0.09
600,160,939,3,33.19,0.0
601,160,2771,1,10.19,0.0
602,160,3654,2,3.74,0.34
603,161,3287,1,21.27,0.0
604,161,1700,2,22.46,0.0
605,161,4679,2,20.39,0.0
606,162,4622,1,26.42,0.0
607,162,4735,3,63.01,0.0
608,162,1843,2,91.08,0.0
609,163,2771,2,10.49,0.0
610,164,3654,1,3.68,0.0
611,164,3737,2,1.28,0.0
612,164,1114,2,6.38,0.0
613,165,3516,1,20.82,0.0
614,165,3306,1,51.38,0.0
615,165,3713,2,35.23,0.26
616,165,4293,1,37.54,0.0
617,165,718,2,5.81,0.0
618,165,3311,1,37.83,0.0
619,166,320,2,32.05,0.0
620,166,1756,1,25.3,0.2
621,167,2718,2,9.56,0.0
622,167,2351,3,64.04,0.0
623,167,1851,2,11.39,0.0
624,167,1757,1,10.16,0.0
625,168,4673,2,4.63,0.0
626,168,2197,1,550.09,0.0
627,168,822,2,4.97,0.0
628,168,3442,1,47.3,0.0
629,169,1979,1,52.48,0.0
630,169,313,1,23.19,0.0
631,169,789,1,25.68,0.0
632,169,3545,1,40.69,0.0
633,169,3015,2,98.85,0.0
634,170,2955,1,87.83,0.0
635,170,4871,1,22.94,0.0
636,171,4745,1,35.05,0.0
637,172,2724,2,117.07,0.0
638,172,3737,2,1.21,0.0
639,172,2726,4,4.48,0.0
640,173,1239,1,58.71,0.0
641,173,4925,1,276.83,0.0
642,173,4626,2,26.13,0.0
643,173,1122,1,55.28,0.0
644,173,1550,1,4.67,0.0
645,174,3084,1,239.97,0.0
646,174,331,3,37.46,0.08
647,174,390,2,26.55,0.13
648,174,296,4,19.84,0.0
649,174,254,2,231.0,0.14
650,175,2622,1,3.21,0.08
651,175,4435,1,17.54,0.0
652,176,611,1,1.07,0.0
653,176,3181,1,35.75,0.29
654,177,122,2,2.19,0.0
655,177,112,2,588.71,0.0
656,177,837,1,12.39,0.0
657,178,611,1,1.27,0.0
658,178,4134,1,20.76,0.0
659,179,1954,1,55.92,0.0
660,180,2485,1,17.5,0.0
661,180,2594,2,138.96,0.0
662,180,1935,2,3.05,0.0
663,180,554,1,15.32,0.31
664,180,971,2,16.5,0.12
665,180,488,1,9.89,0.0
666,180,3434,2,1.11,0.0
667,181,4259,1,2.47,0.13
668,181,1096,3,22.7,0.0
669,181,718,2,6.44,0.0
670,181,2202,1,34.46,0.0
671,182,272,1,3.87,0.12
672,182,1670,1,43.89,0.39
673,182,2771,3,9.73,0.0
674,182,4253,2,26.04,0.0
675,182,611,1,1.08,0.0
676,182,4050,1,77.09,0.0
677,183,3043,1,13.29,0.0
678,183,2602,1,36.25,0.0
679,183,980,2,22.95,0.0
680,184,2187,1,64.49,0.0
681,184,2017,1,4.15,0.37
682,184,2622,2,2.72,0.0
683,184,1783,1,30.45,0.28
684,184,3878,1,42.31,0.0
685,184,3264,1,4.87,0.0
686,185,419,2,22.6,0.0
687,186,2878,1,28.75,0.0
688,186,3958,1,29.65,0.28
689,187,2347,2,34.19,0.08
690,187,3508,1,15.21,0.0
691,187,2190,1,1.0,0.0
692,187,2319,2,36.8,0.37
693,187,2450,1,12.26,0.0
694,188,292,2,1.43,0.0
695,188,3106,1,4.3,0.31
696,188,1680,3,57.22,0.09
697,189,2777,1,53.0,0.12
698,189,4446,1,75.01,0.35
699,189,620,1,31.86,0.28
700,189,3455,2,183.43,0.18
701,190,3972,1,41.65,0.0
702,190,2190,1,0.97,0.0
703,190,3281,2,5.39,0.0
704,190,3369,1,19.24,0.11
705,191,2694,2,34.42,0.2
706,191,2101,1,24.0,0.0
707,191,1903,2,1.2,0.0
708,192,4968,1,28.13,0.33
709,192,398,2,6.46,0.17
710,192,3106,3,4.31,0.0
711,192,867,2,143.75,0.0
712,193,3434,1,1.21,0.0
713,193,3543,2,6.04,0.0
714,193,2884,3,4.51,0.0
715,193,3154,2,36.69,0.0
716,193,4544,1,1.13,0.08
717,194,419,1,21.9,0.0
718,194,4001,2,10.46,0.14
719,194,4183,1,44.2,0.0
720,195,1455,2,51.28,0.0
721,195,1202,1,235.57,0.0
722,196,3737,4,1.15,0.0
723,196,3269,3,154.54,0.0
724,196,2565,1,27.89,0.36
725,197,3281,4,4.78,0.0
726,197,4202,3,85.45,0.0
727,197,307,2,19.78,0.0
728,197,909,2,43.02,0.0
729,197,3625,1,2.62,0.22
730,198,3867,2,36.4,0.0
731,198,3531,1,68.99,0.0
732,198,2726,2,4.68,0.19
733,198,2718,1,10.63,0.0
734,199,2766,3,1.91,0.0
735,199,2348,1,65.21,0.0
736,199,54,1,7.65,0.09
737,200,996,1,40.74,0.0
738,200,122,1,2.73,0.0
739,201,432,1,185.59,0.0
740,201,2494,1,19.89,0.0
741,201,2546,1,9.69,0.0
742,201,3929,2,7.57,0.0
743,201,2986,2,30.49,0.0
744,202,4430,1,22.63,0.12
745,202,2326,2,47.04,0.0
746,203,2811,1,197.11,0.0
747,203,2887,1,12.1,0.0
748,203,2012,4,25.17,0.0
749,203,3605,1,2.44,0.0
750,204,2600,2,9.06,0.0
751,204,4266,2,20.33,0.0
752,204,4827,3,14.84,0.0
753,204,456,2,30.43,0.0
754,204,3434,1,1.17,0.0
755,205,4115,2,63.55,0.0
756,205,3626,1,10.09,0.0
757,205,1183,1,1.31,0.0
758,206,3846,2,15.36,0.0
759,206,1233,1,50.51,0.0
760,206,2019,1,59.58,0.0
761,206,3450,2,28.19,0.08
762,206,4810,1,59.03,0.0
763,207,3663,3,11.69,0.0
764,207,3120,1,57.55,0.0
765,208,2772,1,390.25,0.0
766,208,3887,1,12.5,0.15
767,208,1903,1,1.33,0.0
768,209,4951,2,242.89,0.0
769,209,1718,4,22.29,0.0
770,210,968,3,9.27,0.0
771,210,3231,1,15.96,0.33
772,211,1380,1,48.7,0.0
773,211,3756,1,16.6,0.0
774,211,1084,2,29.32,0.3
775,211,3045,1,3.4,0.0
776,212,3610,2,159.57,0.0
777,212,1924,1,20.21,0.0
778,212,4599,1,6.42,0.2
779,212,611,4,1.15,0.0
780,213,3961,4,35.81,0.0
781,213,683,2,127.99,0.0
782,214,78,1,26.19,0.0
783,214,3713,2,35.27,0.0
784,214,4266,3,18.65,0.0
785,214,3127,2,8.62,0.11
786,214,349,1,48.17,0.0
787,215,1689,1,7.28,0.0
788,215,2622,1,3.08,0.0
789,215,15,1,17.61,0.14
790,216,3445,1,22.28,0.0
791,216,1894,1,20.24,0.38
792,217,167,1,5.57,0.0
793,217,72,2,41.27,0.0
794,217,1995,2,10.87,0.0
795,218,3638,2,15.48,0.0
796,218,1684,1,76.01,0.0
797,218,3434,2,1.37,0.0
798,218,2600,4,9.23,0.0
799,218,2190,1,1.04,0.0
800,218,1935,1,2.85,0.0
801,219,2247,1,16.72,0.0
802,219,1705,2,20.53,0.21
803,219,1788,2,15.18,0.0
804,219,3237,1,38.2,0.39
805,220,2291,1,1382.91,0.0
806,220,2085,1,1.39,0.0
807,220,4802,1,37.06,0.0
808,220,3774,1,33.47,0.12
809,221,2206,1,36.74,0.13
810,221,847,4,150.96,0.0
811,221,79,3,13.77,0.0
812,221,2600,1,8.66,0.0
813,221,3434,4,1.2,0.0
814,221,4875,1,11.08,0.0
815,221,3432,4,38.02,0.0
816,222,2301,1,35.11,0.0
817,222,431,2,2.71,0.0
818,222,1940,1,25.84,0.0
819,223,4869,1,18.44,0.0
820,223,3324,3,33.34,0.28
821,223,2648,1,17.02,0.27
822,224,463,2,19.72,0.0
823,224,1903,1,1.15,0.0
824,225,822,2,5.72,0.0
825,225,4259,1,2.64,0.0
826,225,1526,1,91.78,0.0
827,225,3259,1,21.08,0.0
828,225,1428,2,2.77,0.0
829,225,670,1,1.06,0.0
830,226,4900,1,18.92,0.0
